,Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
1728,10/25/1970,15:09:51,9.131,93.926,Earthquake,25.4,,,6.4,MW,,,,,,,ISCGEM791408,ISCGEM,ISCGEM,ISCGEM,Automatic
1729,10/26/1970,20:53:32,79.744,2.675,Earthquake,15.0,,,5.7,MW,,,,,,,ISCGEM791458,ISCGEM,ISCGEM,ISCGEM,Automatic
1730,10/29/1970,02:23:23,-41.361,80.434,Earthquake,20.0,,,6.0,MW,,,,,,,ISCGEMSUP791511,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1731,10/31/1970,17:53:14,-4.999,145.396,Earthquake,60.0,,,6.9,MW,,,,,,,ISCGEM791579,ISCGEM,ISCGEM,ISCGEM,Automatic
1732,11/01/1970,13:14:14,-59.661,-26.54,Earthquake,25.0,,,5.9,MW,,,,,,,ISCGEM789734,ISCGEM,ISCGEM,ISCGEM,Automatic
1733,11/03/1970,02:30:13,61.981,-151.024,Earthquake,76.5,,,5.7,MW,,,,,,,ISCGEM789808,ISCGEM,ISCGEM,ISCGEM,Automatic
1734,11/03/1970,15:12:12,18.333,120.792,Earthquake,32.5,,,5.6,MW,,,,,,,ISCGEM789840,ISCGEM,ISCGEM,ISCGEM,Automatic
1735,11/05/1970,13:11:51,6.813,-82.609,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM789908,ISCGEM,ISCGEM,ISCGEM,Automatic
1736,11/07/1970,23:18:23,18.477,120.837,Earthquake,32.5,,,5.6,MW,,,,,,,ISCGEM789983,ISCGEM,ISCGEM,ISCGEM,Automatic
1737,11/08/1970,14:58:58,9.066,126.421,Earthquake,40.0,,,6.1,MW,,,,,,,ISCGEM789999,ISCGEM,ISCGEM,ISCGEM,Automatic
1738,11/08/1970,22:35:48,-3.428,135.544,Earthquake,35.0,,,6.7,MW,,,,,,,ISCGEM790008,ISCGEM,ISCGEM,ISCGEM,Automatic
1739,11/09/1970,17:41:43,29.477,56.714,Earthquake,98.1,,,5.5,MW,,,,,,,ISCGEM790042,ISCGEM,ISCGEM,ISCGEM,Automatic
1740,11/10/1970,13:47:33,-31.958,-178.149,Earthquake,25.0,,,5.6,MW,,,,,,,ISCGEM790072,ISCGEM,ISCGEM,ISCGEM,Automatic
1741,11/12/1970,06:07:17,-5.135,145.077,Earthquake,15.0,,,6.3,MW,,,,,,,ISCGEM790114,ISCGEM,ISCGEM,ISCGEM,Automatic
1742,11/13/1970,00:09:01,-22.126,-69.957,Earthquake,35.6,,,5.8,MW,,,,,,,ISCGEM790149,ISCGEM,ISCGEM,ISCGEM,Automatic
1743,11/13/1970,14:16:23,12.081,123.863,Earthquake,13.5,,,6.5,MW,,,,,,,ISCGEM790180,ISCGEM,ISCGEM,ISCGEM,Automatic
1744,11/14/1970,04:51:37,12.708,143.227,Earthquake,80.0,,,5.8,MW,,,,,,,ISCGEM790199,ISCGEM,ISCGEM,ISCGEM,Automatic
1745,11/14/1970,07:58:21,22.78,121.349,Earthquake,29.5,,,6.2,MW,,,,,,,ISCGEM790201,ISCGEM,ISCGEM,ISCGEM,Automatic
1746,11/16/1970,06:44:19,-6.08,148.591,Earthquake,50.0,,,5.8,MW,,,,,,,ISCGEM790254,ISCGEM,ISCGEM,ISCGEM,Automatic
1747,11/16/1970,21:32:58,-1.019,126.814,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM790274,ISCGEM,ISCGEM,ISCGEM,Automatic
1748,11/18/1970,12:23:17,35.29,-35.796,Earthquake,15.0,,,5.9,MW,,,,,,,ISCGEM790313,ISCGEM,ISCGEM,ISCGEM,Automatic
1749,11/18/1970,16:43:15,-21.723,175.408,Earthquake,577.3,,,5.7,MW,,,,,,,ISCGEM790316,ISCGEM,ISCGEM,ISCGEM,Automatic
1750,11/18/1970,20:10:57,-28.871,-112.701,Earthquake,10.0,,,6.0,MW,,,,,,,ISCGEM790319,ISCGEM,ISCGEM,ISCGEM,Automatic
1751,11/20/1970,13:46:53,28.15,142.61,Earthquake,25.0,,,5.6,MW,,,,,,,ISCGEM790396,ISCGEM,ISCGEM,ISCGEM,Automatic
1752,11/20/1970,13:48:24,43.411,146.997,Earthquake,35.0,,,5.9,MW,,,,,,,ISCGEM790397,ISCGEM,ISCGEM,ISCGEM,Automatic
1753,11/21/1970,02:51:07,2.199,128.322,Earthquake,125.0,,,5.6,MW,,,,,,,ISCGEM790414,ISCGEM,ISCGEM,ISCGEM,Automatic
1754,11/21/1970,12:19:43,15.045,120.047,Earthquake,62.8,,,5.8,MW,,,,,,,ISCGEM790430,ISCGEM,ISCGEM,ISCGEM,Automatic
1755,11/22/1970,11:54:00,18.35,146.034,Earthquake,81.7,,,5.6,MW,,,,,,,ISCGEM790458,ISCGEM,ISCGEM,ISCGEM,Automatic
1756,11/24/1970,05:06:41,47.328,152.556,Earthquake,125.0,,,5.6,MW,,,,,,,ISCGEM790497,ISCGEM,ISCGEM,ISCGEM,Automatic
1757,11/25/1970,18:57:46,-2.02,134.169,Earthquake,25.0,,,5.7,MW,,,,,,,ISCGEM790538,ISCGEM,ISCGEM,ISCGEM,Automatic
1758,11/26/1970,03:11:41,43.489,-128.038,Earthquake,10.0,,,5.9,MW,,,,,,,ISCGEM790550,ISCGEM,ISCGEM,ISCGEM,Automatic
1759,11/27/1970,09:39:24,24.336,122.426,Earthquake,55.0,,,5.7,MW,,,,,,,ISCGEM790590,ISCGEM,ISCGEM,ISCGEM,Automatic
1760,11/28/1970,00:56:06,-0.972,126.791,Earthquake,15.0,,,5.7,MW,,,,,,,ISCGEMSUP790607,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1761,11/28/1970,11:08:45,-21.092,-69.797,Earthquake,44.9,,,5.9,MW,,,,,,,ISCGEM790625,ISCGEM,ISCGEM,ISCGEM,Automatic
1762,11/28/1970,14:45:34,-21.019,-69.86,Earthquake,45.2,,,6.0,MW,,,,,,,ISCGEMSUP790629,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1763,11/28/1970,20:22:53,-4.164,142.904,Earthquake,125.0,,,6.0,MW,,,,,,,ISCGEM790633,ISCGEM,ISCGEM,ISCGEM,Automatic
1764,11/29/1970,06:01:19,-11.803,-13.97,Earthquake,20.0,,,6.4,MW,,,,,,,ISCGEM790645,ISCGEM,ISCGEM,ISCGEM,Automatic
1765,12/01/1970,12:49:18,-5.905,152.619,Earthquake,20.0,,,5.6,MW,,,,,,,ISCGEM788789,ISCGEM,ISCGEM,ISCGEM,Automatic
1766,12/01/1970,18:14:38,-10.974,163.362,Earthquake,10.0,,,6.2,MW,,,,,,,ISCGEM788793,ISCGEM,ISCGEM,ISCGEM,Automatic
1767,12/01/1970,21:09:37,51.289,-175.348,Earthquake,25.0,,,6.0,MW,,,,,,,ISCGEM788799,ISCGEM,ISCGEM,ISCGEM,Automatic
1768,12/01/1970,22:01:55,-15.589,-172.933,Earthquake,30.0,,,5.6,MW,,,,,,,ISCGEM788802,ISCGEM,ISCGEM,ISCGEM,Automatic
1769,12/02/1970,02:34:58,51.385,-175.389,Earthquake,30.0,,,5.7,MW,,,,,,,ISCGEM788811,ISCGEM,ISCGEM,ISCGEM,Automatic
1770,12/02/1970,15:54:22,-11.154,163.377,Earthquake,30.0,,,7.0,MW,,,,,,,ISCGEM788837,ISCGEM,ISCGEM,ISCGEM,Automatic
1771,12/03/1970,04:59:53,7.323,-76.025,Earthquake,24.1,,,5.7,MW,,,,,,,ISCGEM788858,ISCGEM,ISCGEM,ISCGEM,Automatic
1772,12/03/1970,07:02:48,-1.015,126.749,Earthquake,25.0,,,5.8,MW,,,,,,,ISCGEM788860,ISCGEM,ISCGEM,ISCGEM,Automatic
1773,12/04/1970,17:08:50,-23.222,-69.988,Earthquake,39.2,,,6.5,MW,,,,,,,ISCGEM788901,ISCGEM,ISCGEM,ISCGEM,Automatic
1774,12/05/1970,22:30:22,-6.4,129.995,Earthquake,140.0,,,5.8,MW,,,,,,,ISCGEM788926,ISCGEM,ISCGEM,ISCGEM,Automatic
1775,12/06/1970,04:10:41,-6.267,130.077,Earthquake,140.0,,,5.6,MW,,,,,,,ISCGEM788940,ISCGEM,ISCGEM,ISCGEM,Automatic
1776,12/06/1970,20:20:52,41.787,143.742,Earthquake,40.0,,,6.5,MW,,,,,,,ISCGEM788955,ISCGEM,ISCGEM,ISCGEM,Automatic
1777,12/07/1970,21:35:22,29.773,140.175,Earthquake,184.6,,,6.7,MW,,,,,,,ISCGEM788974,ISCGEM,ISCGEM,ISCGEM,Automatic
1778,12/08/1970,19:30:08,-30.838,-71.146,Earthquake,50.7,,,6.5,MW,,,,,,,ISCGEM789000,ISCGEM,ISCGEM,ISCGEM,Automatic
1779,12/09/1970,08:02:41,16.075,-99.531,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEM789013,ISCGEM,ISCGEM,ISCGEM,Automatic
1780,12/10/1970,04:34:41,-4.026,-80.542,Earthquake,25.0,,,7.2,MW,,,,,,,ISCGEM789028,ISCGEM,ISCGEM,ISCGEM,Automatic
1781,12/10/1970,10:15:12,52.887,-169.57,Earthquake,80.0,,,5.7,MW,,,,,,,ISCGEM789041,ISCGEM,ISCGEM,ISCGEM,Automatic
1782,12/10/1970,11:37:43,-4.093,-80.987,Earthquake,35.8,,,5.6,MW,,,,,,,ISCGEM789045,ISCGEM,ISCGEM,ISCGEM,Automatic
1783,12/10/1970,20:05:36,1.506,127.276,Earthquake,115.0,,,5.7,MW,,,,,,,ISCGEM789056,ISCGEM,ISCGEM,ISCGEM,Automatic
1784,12/11/1970,10:24:37,-4.104,-80.797,Earthquake,38.0,,,5.7,MW,,,,,,,ISCGEM789073,ISCGEM,ISCGEM,ISCGEM,Automatic
1785,12/12/1970,01:10:42,-20.812,-177.794,Earthquake,407.6,,,5.6,MW,,,,,,,ISCGEM789091,ISCGEM,ISCGEM,ISCGEM,Automatic
1786,12/14/1970,07:32:52,-1.436,-80.907,Earthquake,15.0,,,5.9,MW,,,,,,,ISCGEM789175,ISCGEM,ISCGEM,ISCGEM,Automatic
1787,12/15/1970,15:24:38,-14.381,167.383,Earthquake,180.0,,,5.8,MW,,,,,,,ISCGEMSUP789208,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1788,12/16/1970,01:00:49,5.975,-77.501,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM789216,ISCGEM,ISCGEM,ISCGEM,Automatic
1789,12/17/1970,08:42:22,-56.167,-27.564,Earthquake,110.0,,,6.0,MW,,,,,,,ISCGEMSUP789251,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1790,12/18/1970,23:50:15,5.148,123.547,Earthquake,527.7,,,5.8,MW,,,,,,,ISCGEM789300,ISCGEM,ISCGEM,ISCGEM,Automatic
1791,12/19/1970,10:38:07,-1.542,99.885,Earthquake,42.3,,,6.2,MW,,,,,,,ISCGEM789314,ISCGEM,ISCGEM,ISCGEM,Automatic
1792,12/21/1970,14:40:44,-9.098,116.393,Earthquake,75.3,,,5.9,MW,,,,,,,ISCGEMSUP789364,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1793,12/23/1970,11:42:46,12.43,143.027,Earthquake,30.0,,,5.8,MW,,,,,,,ISCGEM789419,ISCGEM,ISCGEM,ISCGEM,Automatic
1794,12/24/1970,01:49:56,-9.203,116.46,Earthquake,70.5,,,5.6,MW,,,,,,,ISCGEM789432,ISCGEM,ISCGEM,ISCGEM,Automatic
1795,12/24/1970,08:00:36,15.92,-93.625,Earthquake,101.6,,,5.9,MW,,,,,,,ISCGEMSUP789448,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1796,12/25/1970,12:53:36,-0.394,-19.24,Earthquake,15.0,,,5.9,MW,,,,,,,ISCGEM789478,ISCGEM,ISCGEM,ISCGEM,Automatic
1797,12/28/1970,20:03:26,-5.242,153.52,Earthquake,55.0,,,6.6,MW,,,,,,,ISCGEM789605,ISCGEM,ISCGEM,ISCGEM,Automatic
1798,12/29/1970,02:26:08,-10.436,161.395,Earthquake,30.0,,,6.7,MW,,,,,,,ISCGEM789614,ISCGEM,ISCGEM,ISCGEM,Automatic
1799,12/29/1970,08:01:59,-3.974,-81.02,Earthquake,35.0,,,5.9,MW,,,,,,,ISCGEM789621,ISCGEM,ISCGEM,ISCGEM,Automatic
1800,12/30/1970,08:11:11,1.433,99.069,Earthquake,88.4,,,5.6,MW,,,,,,,ISCGEM789656,ISCGEM,ISCGEM,ISCGEM,Automatic
1801,01/01/1971,07:58:03,-4.19,141.183,Earthquake,35.0,,,6.0,MW,,,,,,,ISCGEM787816,ISCGEM,ISCGEM,ISCGEM,Automatic
1802,01/03/1971,17:35:41,-55.918,-2.668,Earthquake,15.0,,,7.1,MW,,,,,,,ISCGEM787884,ISCGEM,ISCGEM,ISCGEM,Automatic
1803,01/04/1971,03:59:12,-29.644,-111.835,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEM787894,ISCGEM,ISCGEM,ISCGEM,Automatic
1804,01/04/1971,21:08:55,34.53,137.151,Earthquake,42.1,,,5.8,MW,,,,,,,ISCGEM787912,ISCGEM,ISCGEM,ISCGEM,Automatic
1805,01/06/1971,06:04:22,36.374,141.231,Earthquake,35.0,,,5.6,MW,,,,,,,ISCGEM787945,ISCGEM,ISCGEM,ISCGEM,Automatic
1806,01/07/1971,02:49:59,52.282,-173.241,Earthquake,89.9,,,5.8,MW,,,,,,,ISCGEM787968,ISCGEM,ISCGEM,ISCGEM,Automatic
1807,01/08/1971,14:45:31,47.341,154.247,Earthquake,35.0,,,6.2,MW,,,,,,,ISCGEM787995,ISCGEM,ISCGEM,ISCGEM,Automatic
1808,01/10/1971,07:17:05,-3.184,139.722,Earthquake,30.0,,,7.7,MW,,,,,,,ISCGEM788036,ISCGEM,ISCGEM,ISCGEM,Automatic
1809,01/10/1971,10:45:07,-3.078,139.674,Earthquake,30.0,,,6.6,MW,,,,,,,ISCGEM788053,ISCGEM,ISCGEM,ISCGEM,Automatic
1810,01/10/1971,14:29:58,-3.337,139.757,Earthquake,30.0,,,6.0,MW,,,,,,,ISCGEM788067,ISCGEM,ISCGEM,ISCGEM,Automatic
1811,01/10/1971,16:07:48,-3.2,139.784,Earthquake,30.0,,,6.0,MW,,,,,,,ISCGEM788076,ISCGEM,ISCGEM,ISCGEM,Automatic
1812,01/10/1971,16:38:38,-3.5,140.095,Earthquake,30.0,,,6.2,MW,,,,,,,ISCGEM788078,ISCGEM,ISCGEM,ISCGEM,Automatic
1813,01/10/1971,19:13:38,-3.281,139.89,Earthquake,30.0,,,5.8,MW,,,,,,,ISCGEM788086,ISCGEM,ISCGEM,ISCGEM,Automatic
1814,01/10/1971,19:34:22,-3.106,139.594,Earthquake,30.0,,,5.9,MW,,,,,,,ISCGEM788088,ISCGEM,ISCGEM,ISCGEM,Automatic
1815,01/10/1971,22:14:39,-3.261,139.993,Earthquake,30.0,,,6.0,MW,,,,,,,ISCGEM788103,ISCGEM,ISCGEM,ISCGEM,Automatic
1816,01/10/1971,23:24:48,-3.298,139.834,Earthquake,30.0,,,5.7,MW,,,,,,,ISCGEM788105,ISCGEM,ISCGEM,ISCGEM,Automatic
1817,01/12/1971,14:42:13,9.829,138.284,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM788179,ISCGEM,ISCGEM,ISCGEM,Automatic
1818,01/12/1971,14:57:12,-3.39,139.993,Earthquake,30.0,,,5.9,MW,,,,,,,ISCGEM788180,ISCGEM,ISCGEM,ISCGEM,Automatic
1819,01/13/1971,10:22:48,-3.092,139.575,Earthquake,30.0,,,5.9,MW,,,,,,,ISCGEM788215,ISCGEM,ISCGEM,ISCGEM,Automatic
1820,01/14/1971,18:07:23,-3.035,139.737,Earthquake,30.0,,,5.9,MW,,,,,,,ISCGEM788259,ISCGEM,ISCGEM,ISCGEM,Automatic
1821,01/16/1971,12:39:51,-56.037,-27.657,Earthquake,70.0,,,5.9,MW,,,,,,,ISCGEMSUP788303,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1822,01/18/1971,00:03:30,1.058,125.843,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEM788340,ISCGEM,ISCGEM,ISCGEM,Automatic
1823,01/18/1971,05:02:10,41.611,142.75,Earthquake,45.0,,,5.5,MW,,,,,,,ISCGEM788345,ISCGEM,ISCGEM,ISCGEM,Automatic
1824,01/18/1971,05:52:20,1.054,125.855,Earthquake,17.5,,,5.5,MW,,,,,,,ISCGEM788348,ISCGEM,ISCGEM,ISCGEM,Automatic
1825,01/19/1971,03:16:56,23.757,-108.692,Earthquake,35.0,,,6.0,MW,,,,,,,ISCGEM788372,ISCGEM,ISCGEM,ISCGEM,Automatic
1826,01/20/1971,04:45:00,8.759,-79.18,Earthquake,20.0,,,5.8,MW,,,,,,,ISCGEM788393,ISCGEM,ISCGEM,ISCGEM,Automatic
1827,01/21/1971,06:17:30,-6.827,147.605,Earthquake,45.0,,,5.7,MW,,,,,,,ISCGEM788422,ISCGEM,ISCGEM,ISCGEM,Automatic
1828,01/21/1971,13:23:10,-17.229,-69.226,Earthquake,173.2,,,5.5,MW,,,,,,,ISCGEM788434,ISCGEM,ISCGEM,ISCGEM,Automatic
1829,01/21/1971,17:19:40,-7.893,122.684,Earthquake,241.1,,,5.6,MW,,,,,,,ISCGEM788437,ISCGEM,ISCGEM,ISCGEM,Automatic
1830,01/25/1971,00:18:25,-9.701,151.421,Earthquake,20.0,,,6.2,MW,,,,,,,ISCGEM788524,ISCGEM,ISCGEM,ISCGEM,Automatic
1831,01/25/1971,16:08:16,51.483,-177.846,Earthquake,35.0,,,6.4,MW,,,,,,,ISCGEM788547,ISCGEM,ISCGEM,ISCGEM,Automatic
1832,01/26/1971,19:32:07,51.727,-174.979,Earthquake,35.0,,,5.7,MW,,,,,,,ISCGEM788596,ISCGEM,ISCGEM,ISCGEM,Automatic
1833,01/27/1971,16:05:51,1.645,126.416,Earthquake,105.0,,,5.6,MW,,,,,,,ISCGEM788618,ISCGEM,ISCGEM,ISCGEM,Automatic
1834,01/29/1971,21:58:05,51.604,151.009,Earthquake,535.6,,,6.9,MW,,,,,,,ISCGEM788703,ISCGEM,ISCGEM,ISCGEM,Automatic
1835,02/01/1971,05:19:24,51.557,-173.044,Earthquake,35.0,,,6.1,MW,,,,,,,ISCGEM786793,ISCGEM,ISCGEM,ISCGEM,Automatic
1836,02/02/1971,15:18:22,-21.258,-175.433,Earthquake,85.0,,,5.6,MW,,,,,,,ISCGEM786840,ISCGEM,ISCGEM,ISCGEM,Automatic
1837,02/03/1971,19:48:10,17.914,147.046,Earthquake,40.0,,,5.6,MW,,,,,,,ISCGEM786869,ISCGEM,ISCGEM,ISCGEM,Automatic
1838,02/04/1971,15:33:29,0.653,98.711,Earthquake,30.0,,,7.0,MW,,,,,,,ISCGEM786889,ISCGEM,ISCGEM,ISCGEM,Automatic
1839,02/05/1971,07:33:27,51.62,-131.133,Earthquake,15.0,,,5.9,MW,,,,,,,ISCGEM786908,ISCGEM,ISCGEM,ISCGEM,Automatic
1840,02/06/1971,01:30:32,-49.935,-115.51,Earthquake,15.0,,,5.9,MW,,,,,,,ISCGEM786923,ISCGEM,ISCGEM,ISCGEM,Automatic
1841,02/06/1971,08:17:48,2.236,126.828,Earthquake,20.0,,,5.9,MW,,,,,,,ISCGEM786928,ISCGEM,ISCGEM,ISCGEM,Automatic
1842,02/06/1971,10:43:02,47.019,154.145,Earthquake,25.0,,,5.8,MW,,,,,,,ISCGEMSUP786932,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1843,02/07/1971,02:29:30,51.409,-176.974,Earthquake,28.9,,,7.0,MW,,,,,,,ISCGEM786954,ISCGEM,ISCGEM,ISCGEM,Automatic
1844,02/07/1971,02:42:03,51.145,-177.086,Earthquake,25.0,,,5.9,MW,,,,,,,ISCGEM786955,ISCGEM,ISCGEM,ISCGEM,Automatic
1845,02/07/1971,02:53:09,51.162,-176.975,Earthquake,25.0,,,5.6,MW,,,,,,,ISCGEM786957,ISCGEM,ISCGEM,ISCGEM,Automatic
1846,02/08/1971,21:04:20,-63.398,-61.377,Earthquake,12.5,,,7.0,MW,,,,,,,ISCGEM787022,ISCGEM,ISCGEM,ISCGEM,Automatic
1847,02/09/1971,14:00:42,34.416,-118.37,Earthquake,8.95,6.837,0.0,6.6,MW,,0.0,123.4,,,0.249,CI3347678,CI,CI,CI,Reviewed
1848,02/09/1971,14:01:12,34.416,-118.37,Earthquake,6.0,,0.0,5.8,MH,,0.0,328.5,0.3136,,0.324,CI3360255,CI,CI,CI,Reviewed
1849,02/09/1971,14:02:46,34.416,-118.37,Earthquake,6.0,,0.0,5.8,MH,,0.0,360.0,0.3136,,0.005,CI3360245,CI,CI,CI,Reviewed
1850,02/12/1971,19:06:56,-6.369,146.457,Earthquake,128.4,,,5.8,MW,,,,,,,ISCGEM787339,ISCGEM,ISCGEM,ISCGEM,Automatic
1851,02/12/1971,23:33:19,1.393,121.187,Earthquake,65.0,,,5.5,MW,,,,,,,ISCGEM787343,ISCGEM,ISCGEM,ISCGEM,Automatic
1852,02/13/1971,22:09:41,-6.127,146.248,Earthquake,110.0,,,5.7,MW,,,,,,,ISCGEM787364,ISCGEM,ISCGEM,ISCGEM,Automatic
1853,02/14/1971,16:27:35,36.565,55.762,Earthquake,18.5,,,5.8,MW,,,,,,,ISCGEM787393,ISCGEM,ISCGEM,ISCGEM,Automatic
1854,02/15/1971,07:51:03,-25.204,178.405,Earthquake,587.2,,,6.5,MW,,,,,,,ISCGEM787413,ISCGEM,ISCGEM,ISCGEM,Automatic
1855,02/16/1971,14:26:10,24.112,122.238,Earthquake,30.0,,,5.8,MW,,,,,,,ISCGEM787446,ISCGEM,ISCGEM,ISCGEM,Automatic
1856,02/18/1971,07:47:30,-36.775,-73.276,Earthquake,28.4,,,5.7,MW,,,,,,,ISCGEM787485,ISCGEM,ISCGEM,ISCGEM,Automatic
1857,02/21/1971,10:35:22,-23.804,-67.151,Earthquake,183.7,,,6.9,MW,,,,,,,ISCGEM787582,ISCGEM,ISCGEM,ISCGEM,Automatic
1858,02/23/1971,19:41:25,39.639,27.379,Earthquake,10.0,,,5.6,MW,,,,,,,ISCGEM787639,ISCGEM,ISCGEM,ISCGEM,Automatic
1859,02/25/1971,14:36:02,5.89,126.715,Earthquake,85.0,,,5.8,MW,,,,,,,ISCGEM787701,ISCGEM,ISCGEM,ISCGEM,Automatic
1860,02/25/1971,19:27:52,37.159,138.374,Earthquake,19.2,,,5.6,MW,,,,,,,ISCGEM787709,ISCGEM,ISCGEM,ISCGEM,Automatic
1861,02/25/1971,22:14:19,3.274,95.86,Earthquake,30.0,,,5.7,MW,,,,,,,ISCGEM787713,ISCGEM,ISCGEM,ISCGEM,Automatic
1862,02/26/1971,04:55:51,-10.452,161.423,Earthquake,98.4,,,6.0,MW,,,,,,,ISCGEM787722,ISCGEM,ISCGEM,ISCGEM,Automatic
1863,03/03/1971,21:54:10,48.241,153.104,Earthquake,123.5,,,5.8,MW,,,,,,,ISCGEM786137,ISCGEM,ISCGEM,ISCGEM,Automatic
1864,03/04/1971,00:28:39,30.461,138.498,Earthquake,450.6,,,5.9,MW,,,,,,,ISCGEM786141,ISCGEM,ISCGEM,ISCGEM,Automatic
1865,03/13/1971,15:48:00,-18.282,173.655,Earthquake,25.0,,,6.1,MW,,,,,,,ISCGEM786342,ISCGEM,ISCGEM,ISCGEM,Automatic
1866,03/13/1971,19:12:25,-5.775,145.393,Earthquake,111.0,,,6.6,MW,,,,,,,ISCGEMSUP786345,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1867,03/13/1971,23:51:34,50.396,-130.358,Earthquake,17.1,,,6.2,MW,,,,,,,ISCGEM786349,ISCGEM,ISCGEM,ISCGEM,Automatic
1868,03/15/1971,05:35:44,41.732,143.881,Earthquake,33.5,,,5.7,MW,,,,,,,ISCGEM786381,ISCGEM,ISCGEM,ISCGEM,Automatic
1869,03/15/1971,20:51:49,-15.545,167.632,Earthquake,125.0,,,5.6,MW,,,,,,,ISCGEM786391,ISCGEM,ISCGEM,ISCGEM,Automatic
1870,03/16/1971,12:32:31,-10.968,163.705,Earthquake,20.0,,,6.4,MW,,,,,,,ISCGEM786399,ISCGEM,ISCGEM,ISCGEM,Automatic
1871,03/16/1971,20:35:21,8.417,127.216,Earthquake,58.5,,,6.1,MW,,,,,,,ISCGEM786403,ISCGEM,ISCGEM,ISCGEM,Automatic
1872,03/17/1971,03:14:03,-3.24,139.84,Earthquake,55.0,,,5.7,MW,,,,,,,ISCGEM786409,ISCGEM,ISCGEM,ISCGEM,Automatic
1873,03/19/1971,06:12:32,16.954,-95.288,Earthquake,81.6,,,5.5,MW,,,,,,,ISCGEM786466,ISCGEM,ISCGEM,ISCGEM,Automatic
1874,03/19/1971,16:45:30,2.218,126.753,Earthquake,25.0,,,5.6,MW,,,,,,,ISCGEM786476,ISCGEM,ISCGEM,ISCGEM,Automatic
1875,03/20/1971,07:45:07,-1.328,-13.648,Earthquake,20.0,,,5.8,MW,,,,,,,ISCGEM786489,ISCGEM,ISCGEM,ISCGEM,Automatic
1876,03/22/1971,10:40:04,37.292,142.109,Earthquake,30.0,,,5.5,MW,,,,,,,ISCGEM786525,ISCGEM,ISCGEM,ISCGEM,Automatic
1877,03/23/1971,02:15:27,-23.024,-176.147,Earthquake,72.6,,,6.3,MW,,,,,,,ISCGEM786541,ISCGEM,ISCGEM,ISCGEM,Automatic
1878,03/23/1971,09:26:29,70.974,-6.978,Earthquake,15.0,,,6.2,MW,,,,,,,ISCGEM786547,ISCGEM,ISCGEM,ISCGEM,Automatic
1879,03/23/1971,09:52:11,41.52,79.325,Earthquake,15.0,,,6.2,MW,,,,,,,ISCGEM786548,ISCGEM,ISCGEM,ISCGEM,Automatic
1880,03/23/1971,20:47:17,41.419,79.243,Earthquake,15.0,,,5.8,MW,,,,,,,ISCGEM786560,ISCGEM,ISCGEM,ISCGEM,Automatic
1881,03/24/1971,02:26:13,-5.327,151.558,Earthquake,50.0,,,5.7,MW,,,,,,,ISCGEM786569,ISCGEM,ISCGEM,ISCGEM,Automatic
1882,03/24/1971,13:54:19,35.448,98.137,Earthquake,10.0,,,6.0,MW,,,,,,,ISCGEM786580,ISCGEM,ISCGEM,ISCGEM,Automatic
1883,03/25/1971,16:19:52,38.467,142.257,Earthquake,45.9,,,5.7,MW,,,,,,,ISCGEM786621,ISCGEM,ISCGEM,ISCGEM,Automatic
1884,03/26/1971,17:35:22,60.2,-141.059,Earthquake,25.0,,,5.6,MW,,,,,,,ISCGEM786658,ISCGEM,ISCGEM,ISCGEM,Automatic
1885,03/27/1971,17:09:53,52.488,-174.473,Earthquake,139.1,,,5.9,MW,,,,,,,ISCGEMSUP786686,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1886,03/28/1971,08:23:22,11.941,95.112,Earthquake,20.0,,,6.3,MW,,,,,,,ISCGEM786706,ISCGEM,ISCGEM,ISCGEM,Automatic
1887,03/28/1971,17:56:58,-9.583,124.538,Earthquake,40.0,,,5.8,MW,,,,,,,ISCGEM786716,ISCGEM,ISCGEM,ISCGEM,Automatic
1888,03/30/1971,11:30:41,51.178,-177.41,Earthquake,22.4,,,5.6,MW,,,,,,,ISCGEM786754,ISCGEM,ISCGEM,ISCGEM,Automatic
1889,03/31/1971,09:14:01,8.981,125.646,Earthquake,15.0,,,5.7,MW,,,,,,,ISCGEM786765,ISCGEM,ISCGEM,ISCGEM,Automatic
