,Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
1566,04/19/1970,13:47:35,38.944,29.747,Earthquake,17.5,,,6.0,MW,,,,,,,ISCGEM796918,ISCGEM,ISCGEM,ISCGEM,Automatic
1567,04/20/1970,10:39:13,-18.715,169.318,Earthquake,238.7,,,6.6,MW,,,,,,,ISCGEM796948,ISCGEM,ISCGEM,ISCGEM,Automatic
1568,04/20/1970,21:43:00,-9.971,119.065,Earthquake,25.0,,,5.8,MW,,,,,,,ISCGEM796971,ISCGEM,ISCGEM,ISCGEM,Automatic
1569,04/22/1970,11:38:02,-11.437,119.922,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM797043,ISCGEM,ISCGEM,ISCGEM,Automatic
1570,04/23/1970,09:01:27,39.071,28.808,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM797068,ISCGEM,ISCGEM,ISCGEM,Automatic
1571,04/26/1970,14:20:31,52.967,171.366,Earthquake,33.1,,,6.0,MW,,,,,,,ISCGEM797199,ISCGEM,ISCGEM,ISCGEM,Automatic
1572,04/28/1970,00:29:24,-8.044,156.373,Earthquake,15.0,,,5.8,MW,,,,,,,ISCGEM797254,ISCGEM,ISCGEM,ISCGEM,Automatic
1573,04/28/1970,01:12:17,-8.025,156.511,Earthquake,15.0,,,5.7,MW,,,,,,,ISCGEM797255,ISCGEM,ISCGEM,ISCGEM,Automatic
1574,04/29/1970,05:55:02,43.217,146.616,Earthquake,45.2,,,5.6,MW,,,,,,,ISCGEM797293,ISCGEM,ISCGEM,ISCGEM,Automatic
1575,04/29/1970,11:22:37,14.425,-92.847,Earthquake,35.0,,,6.6,MW,,,,,,,ISCGEM797298,ISCGEM,ISCGEM,ISCGEM,Automatic
1576,04/29/1970,14:01:35,14.52,-92.653,Earthquake,35.0,,,7.3,MW,,,,,,,ISCGEM797311,ISCGEM,ISCGEM,ISCGEM,Automatic
1577,04/29/1970,18:01:28,-55.288,-124.27,Earthquake,20.0,,,5.9,MW,,,,,,,ISCGEM797324,ISCGEM,ISCGEM,ISCGEM,Automatic
1578,04/29/1970,21:20:27,14.76,-93.413,Earthquake,35.0,,,5.8,MW,,,,,,,ISCGEM797337,ISCGEM,ISCGEM,ISCGEM,Automatic
1579,04/30/1970,08:33:02,14.545,-93.254,Earthquake,35.0,,,6.6,MW,,,,,,,ISCGEM797367,ISCGEM,ISCGEM,ISCGEM,Automatic
1580,04/30/1970,12:51:39,14.326,-93.373,Earthquake,35.0,,,6.0,MW,,,,,,,ISCGEM797382,ISCGEM,ISCGEM,ISCGEM,Automatic
1581,04/30/1970,13:21:07,14.635,-93.393,Earthquake,35.0,,,5.8,MW,,,,,,,ISCGEM797384,ISCGEM,ISCGEM,ISCGEM,Automatic
1582,05/01/1970,03:22:15,15.716,121.695,Earthquake,32.4,,,5.9,MW,,,,,,,ISCGEM795006,ISCGEM,ISCGEM,ISCGEM,Automatic
1583,05/01/1970,08:35:24,14.466,-93.312,Earthquake,35.0,,,5.8,MW,,,,,,,ISCGEM795028,ISCGEM,ISCGEM,ISCGEM,Automatic
1584,05/02/1970,02:06:57,14.499,-93.689,Earthquake,35.0,,,5.9,MW,,,,,,,ISCGEM795079,ISCGEM,ISCGEM,ISCGEM,Automatic
1585,05/03/1970,05:14:38,-6.816,125.34,Earthquake,545.0,,,5.6,MW,,,,,,,ISCGEMSUP795134,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1586,05/04/1970,18:53:20,-41.767,79.876,Earthquake,20.0,,,6.1,MW,,,,,,,ISCGEM795204,ISCGEM,ISCGEM,ISCGEM,Automatic
1587,05/09/1970,18:00:48,-4.317,151.837,Earthquake,180.0,,,6.2,MW,,,,,,,ISCGEM795428,ISCGEM,ISCGEM,ISCGEM,Automatic
1588,05/10/1970,20:05:17,18.586,145.303,Earthquake,605.0,,,6.1,MW,,,,,,,ISCGEM795461,ISCGEM,ISCGEM,ISCGEM,Automatic
1589,05/14/1970,08:32:42,-3.53,145.239,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM795567,ISCGEM,ISCGEM,ISCGEM,Automatic
1590,05/14/1970,09:20:22,43.078,47.131,Earthquake,12.5,,,6.1,MW,,,,,,,ISCGEM795568,ISCGEM,ISCGEM,ISCGEM,Automatic
1591,05/14/1970,18:12:26,43.191,47.14,Earthquake,15.0,,,6.7,MW,,,,,,,ISCGEM795586,ISCGEM,ISCGEM,ISCGEM,Automatic
1592,05/15/1970,09:44:45,14.228,-92.83,Earthquake,35.0,,,5.8,MW,,,,,,,ISCGEM795625,ISCGEM,ISCGEM,ISCGEM,Automatic
1593,05/15/1970,17:13:13,50.224,91.118,Earthquake,7.0,,,6.3,MW,,,,,,,ISCGEM795644,ISCGEM,ISCGEM,ISCGEM,Automatic
1594,05/19/1970,14:48:36,-5.116,152.296,Earthquake,60.0,,,5.7,MW,,,,,,,ISCGEM795799,ISCGEM,ISCGEM,ISCGEM,Automatic
1595,05/20/1970,20:03:41,-55.801,-28.148,Earthquake,55.0,,,6.1,MW,,,,,,,ISCGEM795832,ISCGEM,ISCGEM,ISCGEM,Automatic
1596,05/20/1970,20:30:53,51.421,-178.606,Earthquake,30.0,,,5.8,MW,,,,,,,ISCGEMSUP795833,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1597,05/25/1970,22:45:34,-57.45,-26.041,Earthquake,40.0,,,5.8,MW,,,,,,,ISCGEMSUP795998,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1598,05/27/1970,12:05:07,27.236,140.23,Earthquake,390.0,,,7.1,MW,,,,,,,ISCGEM796043,ISCGEM,ISCGEM,ISCGEM,Automatic
1599,05/27/1970,19:05:37,40.256,143.043,Earthquake,10.0,,,5.9,MW,,,,,,,ISCGEM796053,ISCGEM,ISCGEM,ISCGEM,Automatic
1600,05/27/1970,22:35:47,40.139,143.117,Earthquake,15.0,,,6.2,MW,,,,,,,ISCGEM796059,ISCGEM,ISCGEM,ISCGEM,Automatic
1601,05/27/1970,23:56:40,40.267,143.095,Earthquake,30.0,,,6.0,MW,,,,,,,ISCGEM796061,ISCGEM,ISCGEM,ISCGEM,Automatic
1602,05/29/1970,04:31:03,43.873,147.061,Earthquake,70.0,,,5.6,MW,,,,,,,ISCGEM796096,ISCGEM,ISCGEM,ISCGEM,Automatic
1603,05/29/1970,05:14:36,-14.978,-173.427,Earthquake,10.0,,,6.0,MW,,,,,,,ISCGEM796097,ISCGEM,ISCGEM,ISCGEM,Automatic
1604,05/29/1970,19:02:21,-11.591,166.411,Earthquake,55.0,,,6.3,MW,,,,,,,ISCGEM796108,ISCGEM,ISCGEM,ISCGEM,Automatic
1605,05/30/1970,13:16:29,12.233,124.592,Earthquake,106.5,,,5.8,MW,,,,,,,ISCGEM796137,ISCGEM,ISCGEM,ISCGEM,Automatic
1606,05/31/1970,20:23:29,-9.183,-78.737,Earthquake,45.0,,,7.9,MW,,,,,,,ISCGEM796163,ISCGEM,ISCGEM,ISCGEM,Automatic
1607,05/31/1970,20:45:52,-9.975,-78.352,Earthquake,50.6,,,6.1,MW,,,,,,,ISCGEM796165,ISCGEM,ISCGEM,ISCGEM,Automatic
1608,05/31/1970,21:48:05,-10.258,-78.614,Earthquake,50.3,,,5.6,MW,,,,,,,ISCGEM796169,ISCGEM,ISCGEM,ISCGEM,Automatic
1609,06/01/1970,01:36:11,-9.302,-79.092,Earthquake,45.4,,,6.2,MW,,,,,,,ISCGEMSUP794187,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1610,06/01/1970,02:45:21,-10.169,-78.616,Earthquake,49.4,,,5.8,MW,,,,,,,ISCGEM794194,ISCGEM,ISCGEM,ISCGEM,Automatic
1611,06/01/1970,04:44:48,-10.206,-78.748,Earthquake,48.0,,,5.7,MW,,,,,,,ISCGEM794197,ISCGEM,ISCGEM,ISCGEM,Automatic
1612,06/01/1970,17:44:17,5.83,-82.627,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM794213,ISCGEM,ISCGEM,ISCGEM,Automatic
1613,06/02/1970,01:37:24,-9.777,-78.772,Earthquake,56.7,,,5.7,MW,,,,,,,ISCGEM794224,ISCGEM,ISCGEM,ISCGEM,Automatic
1614,06/04/1970,04:09:27,-9.956,-78.536,Earthquake,54.9,,,6.4,MW,,,,,,,ISCGEM794284,ISCGEM,ISCGEM,ISCGEM,Automatic
1615,06/05/1970,04:53:08,42.51,78.691,Earthquake,15.0,,,6.3,MW,,,,,,,ISCGEM794309,ISCGEM,ISCGEM,ISCGEM,Automatic
1616,06/05/1970,10:31:52,63.322,146.147,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEM794319,ISCGEM,ISCGEM,ISCGEM,Automatic
1617,06/05/1970,22:40:25,52.161,159.499,Earthquake,41.1,,,5.6,MW,,,,,,,ISCGEM794329,ISCGEM,ISCGEM,ISCGEM,Automatic
1618,06/09/1970,10:55:01,-15.764,-172.872,Earthquake,25.0,,,5.9,MW,,,,,,,ISCGEM794434,ISCGEM,ISCGEM,ISCGEM,Automatic
1619,06/10/1970,16:17:49,44.859,149.53,Earthquake,45.0,,,6.0,MW,,,,,,,ISCGEM794484,ISCGEM,ISCGEM,ISCGEM,Automatic
1620,06/11/1970,06:02:56,-24.418,-68.413,Earthquake,110.6,,,6.6,MW,,,,,,,ISCGEMSUP794500,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1621,06/11/1970,16:46:34,-59.232,158.902,Earthquake,15.0,,,7.3,MW,,,,,,,ISCGEM794513,ISCGEM,ISCGEM,ISCGEM,Automatic
1622,06/12/1970,04:54:32,56.624,-152.225,Earthquake,20.0,,,5.6,MW,,,,,,,ISCGEM794528,ISCGEM,ISCGEM,ISCGEM,Automatic
1623,06/12/1970,08:06:20,-2.927,139.129,Earthquake,45.0,,,5.9,MW,,,,,,,ISCGEM794533,ISCGEM,ISCGEM,ISCGEM,Automatic
1624,06/14/1970,00:00:11,-52.028,-74.07,Earthquake,15.0,,,7.0,MW,,,,,,,ISCGEM794565,ISCGEM,ISCGEM,ISCGEM,Automatic
1625,06/15/1970,11:14:51,-54.476,-64.499,Earthquake,10.0,,,7.2,MW,,,,,,,ISCGEM794605,ISCGEM,ISCGEM,ISCGEM,Automatic
1626,06/16/1970,05:10:35,5.193,-82.682,Earthquake,25.0,,,5.8,MW,,,,,,,ISCGEM794621,ISCGEM,ISCGEM,ISCGEM,Automatic
1627,06/17/1970,04:44:23,-16.015,-71.724,Earthquake,108.6,,,6.0,MW,,,,,,,ISCGEMSUP794653,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
1628,06/18/1970,06:39:01,-61.376,160.668,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM794684,ISCGEM,ISCGEM,ISCGEM,Automatic
1629,06/19/1970,10:56:16,-22.261,-70.276,Earthquake,60.0,,,6.5,MW,,,,,,,ISCGEM794705,ISCGEM,ISCGEM,ISCGEM,Automatic
1630,06/19/1970,14:25:18,15.428,-45.907,Earthquake,10.0,,,6.2,MW,,,,,,,ISCGEM794709,ISCGEM,ISCGEM,ISCGEM,Automatic
1631,06/22/1970,14:39:30,55.031,-156.639,Earthquake,25.0,,,5.6,MW,,,,,,,ISCGEM794784,ISCGEM,ISCGEM,ISCGEM,Automatic
1632,06/22/1970,21:33:33,43.343,147.551,Earthquake,30.3,,,6.0,MW,,,,,,,ISCGEM794790,ISCGEM,ISCGEM,ISCGEM,Automatic
1633,06/24/1970,07:30:29,51.591,-131.325,Earthquake,15.0,,,5.8,MW,,,,,,,ISCGEM794822,ISCGEM,ISCGEM,ISCGEM,Automatic
1634,06/24/1970,13:09:13,51.692,-131.055,Earthquake,18.3,,,7.4,MW,,,,,,,ISCGEM794827,ISCGEM,ISCGEM,ISCGEM,Automatic
1635,06/25/1970,05:13:57,-7.833,158.804,Earthquake,45.0,,,6.2,MW,,,,,,,ISCGEM794847,ISCGEM,ISCGEM,ISCGEM,Automatic
1636,06/27/1970,09:45:29,-9.987,-78.634,Earthquake,64.5,,,5.7,MW,,,,,,,ISCGEM794897,ISCGEM,ISCGEM,ISCGEM,Automatic
1637,06/27/1970,13:13:02,4.131,126.215,Earthquake,98.4,,,5.6,MW,,,,,,,ISCGEM794899,ISCGEM,ISCGEM,ISCGEM,Automatic
1638,06/28/1970,01:30:18,-8.683,124.0,Earthquake,85.8,,,6.6,MW,,,,,,,ISCGEM794912,ISCGEM,ISCGEM,ISCGEM,Automatic
1639,06/28/1970,11:01:57,53.466,160.309,Earthquake,45.0,,,5.5,MW,,,,,,,ISCGEM794923,ISCGEM,ISCGEM,ISCGEM,Automatic
1640,06/28/1970,11:09:53,-21.678,-179.392,Earthquake,605.1,,,6.4,MW,,,,,,,ISCGEM794924,ISCGEM,ISCGEM,ISCGEM,Automatic
1641,06/30/1970,06:21:05,-9.197,-79.148,Earthquake,55.0,,,5.6,MW,,,,,,,ISCGEM794967,ISCGEM,ISCGEM,ISCGEM,Automatic
1642,07/01/1970,06:27:13,2.067,126.439,Earthquake,35.0,,,5.6,MW,,,,,,,ISCGEM793379,ISCGEM,ISCGEM,ISCGEM,Automatic
1643,07/02/1970,00:45:02,-10.125,-78.543,Earthquake,52.0,,,6.0,MW,,,,,,,ISCGEM793406,ISCGEM,ISCGEM,ISCGEM,Automatic
1644,07/02/1970,00:56:14,-51.015,139.266,Earthquake,10.0,,,6.1,MW,,,,,,,ISCGEM793407,ISCGEM,ISCGEM,ISCGEM,Automatic
1645,07/05/1970,14:12:17,7.382,126.84,Earthquake,45.0,,,5.8,MW,,,,,,,ISCGEM793517,ISCGEM,ISCGEM,ISCGEM,Automatic
1646,07/08/1970,04:49:11,17.901,-64.638,Earthquake,143.0,,,6.1,MW,,,,,,,ISCGEM793579,ISCGEM,ISCGEM,ISCGEM,Automatic
1647,07/09/1970,11:24:38,43.81,148.399,Earthquake,25.5,,,5.7,MW,,,,,,,ISCGEM793610,ISCGEM,ISCGEM,ISCGEM,Automatic
1648,07/09/1970,12:11:57,43.721,148.421,Earthquake,25.1,,,6.1,MW,,,,,,,ISCGEM793612,ISCGEM,ISCGEM,ISCGEM,Automatic
1649,07/10/1970,21:06:40,13.938,120.357,Earthquake,84.8,,,5.8,MW,,,,,,,ISCGEM793665,ISCGEM,ISCGEM,ISCGEM,Automatic
1650,07/12/1970,09:18:05,10.769,125.387,Earthquake,78.2,,,5.8,MW,,,,,,,ISCGEM793704,ISCGEM,ISCGEM,ISCGEM,Automatic
1651,07/16/1970,21:17:45,-19.006,-173.459,Earthquake,20.0,,,6.1,MW,,,,,,,ISCGEM793800,ISCGEM,ISCGEM,ISCGEM,Automatic
1652,07/17/1970,20:04:49,-22.137,-174.647,Earthquake,35.0,,,6.3,MW,,,,,,,ISCGEM793837,ISCGEM,ISCGEM,ISCGEM,Automatic
1653,07/18/1970,01:48:39,51.329,-178.508,Earthquake,35.0,,,6.1,MW,,,,,,,ISCGEM793841,ISCGEM,ISCGEM,ISCGEM,Automatic
1654,07/19/1970,09:22:44,-4.056,152.156,Earthquake,20.0,,,6.2,MW,,,,,,,ISCGEM793870,ISCGEM,ISCGEM,ISCGEM,Automatic
1655,07/23/1970,15:45:14,-15.834,-173.514,Earthquake,80.0,,,5.6,MW,,,,,,,ISCGEM793965,ISCGEM,ISCGEM,ISCGEM,Automatic
1656,07/25/1970,22:41:14,32.053,131.782,Earthquake,45.0,,,7.0,MW,,,,,,,ISCGEM794013,ISCGEM,ISCGEM,ISCGEM,Automatic
1657,07/26/1970,07:10:39,32.158,131.873,Earthquake,45.0,,,6.2,MW,,,,,,,ISCGEM794034,ISCGEM,ISCGEM,ISCGEM,Automatic
1658,07/27/1970,12:31:21,-37.881,177.546,Earthquake,95.0,,,6.3,MW,,,,,,,ISCGEM794062,ISCGEM,ISCGEM,ISCGEM,Automatic
1659,07/29/1970,05:50:58,39.802,77.679,Earthquake,14.7,,,6.0,MW,,,,,,,ISCGEM794098,ISCGEM,ISCGEM,ISCGEM,Automatic
1660,07/29/1970,10:16:22,25.977,95.34,Earthquake,76.1,,,7.0,MW,,,,,,,ISCGEM794100,ISCGEM,ISCGEM,ISCGEM,Automatic
1661,07/30/1970,00:52:21,37.733,55.885,Earthquake,15.0,,,6.7,MW,,,,,,,ISCGEM794114,ISCGEM,ISCGEM,ISCGEM,Automatic
1662,07/30/1970,04:58:44,14.248,51.995,Earthquake,15.0,,,6.6,MW,,,,,,,ISCGEM794121,ISCGEM,ISCGEM,ISCGEM,Automatic
1663,07/31/1970,17:08:05,-1.597,-72.532,Earthquake,644.8,,,8.0,MW,,,,,,,ISCGEM794176,ISCGEM,ISCGEM,ISCGEM,Automatic
1664,08/03/1970,00:33:52,-15.922,-173.823,Earthquake,90.0,,,5.7,MW,,,,,,,ISCGEM792513,ISCGEM,ISCGEM,ISCGEM,Automatic
1665,08/03/1970,07:01:11,-7.927,158.7,Earthquake,50.0,,,5.9,MW,,,,,,,ISCGEM792521,ISCGEM,ISCGEM,ISCGEM,Automatic
1666,08/03/1970,22:30:06,2.644,97.867,Earthquake,62.8,,,5.6,MW,,,,,,,ISCGEM792530,ISCGEM,ISCGEM,ISCGEM,Automatic
1667,08/05/1970,05:25:59,-9.241,-79.09,Earthquake,73.5,,,5.8,MW,,,,,,,ISCGEM792564,ISCGEM,ISCGEM,ISCGEM,Automatic
1668,08/07/1970,07:51:13,-17.853,-178.109,Earthquake,556.4,,,6.1,MW,,,,,,,ISCGEM792622,ISCGEM,ISCGEM,ISCGEM,Automatic
1669,08/08/1970,21:04:09,1.1,126.177,Earthquake,35.0,,,6.0,MW,,,,,,,ISCGEM792675,ISCGEM,ISCGEM,ISCGEM,Automatic
1670,08/10/1970,15:15:22,-13.856,166.677,Earthquake,45.0,,,6.4,MW,,,,,,,ISCGEM792729,ISCGEM,ISCGEM,ISCGEM,Automatic
1671,08/11/1970,03:48:52,-1.119,-13.887,Earthquake,13.2,,,6.3,MW,,,,,,,ISCGEM792739,ISCGEM,ISCGEM,ISCGEM,Automatic
1672,08/11/1970,10:22:25,-14.057,166.657,Earthquake,45.0,,,6.9,MW,,,,,,,ISCGEM792753,ISCGEM,ISCGEM,ISCGEM,Automatic
1673,08/11/1970,20:10:52,-60.571,-25.255,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM792780,ISCGEM,ISCGEM,ISCGEM,Automatic
1674,08/12/1970,00:40:45,-13.909,166.651,Earthquake,45.0,,,6.0,MW,,,,,,,ISCGEM792786,ISCGEM,ISCGEM,ISCGEM,Automatic
1675,08/12/1970,01:39:38,-13.871,166.721,Earthquake,45.0,,,6.5,MW,,,,,,,ISCGEM792789,ISCGEM,ISCGEM,ISCGEM,Automatic
1676,08/12/1970,09:24:16,11.892,-86.63,Earthquake,60.0,,,6.5,MW,,,,,,,ISCGEM792811,ISCGEM,ISCGEM,ISCGEM,Automatic
1677,08/12/1970,10:24:28,12.022,-86.683,Earthquake,60.0,,,5.6,MW,,,,,,,ISCGEM792813,ISCGEM,ISCGEM,ISCGEM,Automatic
1678,08/13/1970,04:22:37,-8.991,117.933,Earthquake,99.1,,,5.8,MW,,,,,,,ISCGEM792844,ISCGEM,ISCGEM,ISCGEM,Automatic
1679,08/18/1970,16:52:27,4.521,123.113,Earthquake,574.1,,,5.9,MW,,,,,,,ISCGEM792982,ISCGEM,ISCGEM,ISCGEM,Automatic
1680,08/18/1970,17:52:08,60.538,-145.537,Earthquake,25.0,,,6.0,MW,,,,,,,ISCGEM792985,ISCGEM,ISCGEM,ISCGEM,Automatic
1681,08/19/1970,02:11:11,-10.526,161.549,Earthquake,35.0,,,5.8,MW,,,,,,,ISCGEM792996,ISCGEM,ISCGEM,ISCGEM,Automatic
1682,08/24/1970,12:30:18,-56.343,-142.65,Earthquake,10.0,,,6.4,MW,,,,,,,ISCGEM793157,ISCGEM,ISCGEM,ISCGEM,Automatic
1683,08/26/1970,15:11:55,18.051,120.486,Earthquake,45.0,,,5.9,MW,,,,,,,ISCGEM793215,ISCGEM,ISCGEM,ISCGEM,Automatic
1684,08/27/1970,16:22:24,-15.223,-173.298,Earthquake,10.0,,,6.0,MW,,,,,,,ISCGEM793243,ISCGEM,ISCGEM,ISCGEM,Automatic
1685,08/27/1970,19:44:41,15.374,-95.758,Earthquake,15.0,,,5.9,MW,,,,,,,ISCGEM793245,ISCGEM,ISCGEM,ISCGEM,Automatic
1686,08/28/1970,01:02:47,-4.668,153.137,Earthquake,60.0,,,6.5,MW,,,,,,,ISCGEM793250,ISCGEM,ISCGEM,ISCGEM,Automatic
1687,08/28/1970,10:06:05,-33.802,-179.615,Earthquake,55.0,,,5.9,MW,,,,,,,ISCGEM793262,ISCGEM,ISCGEM,ISCGEM,Automatic
1688,08/29/1970,14:59:21,51.03,135.347,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM793304,ISCGEM,ISCGEM,ISCGEM,Automatic
1689,08/30/1970,00:38:42,52.19,159.409,Earthquake,35.0,,,5.8,MW,,,,,,,ISCGEM793314,ISCGEM,ISCGEM,ISCGEM,Automatic
1690,08/30/1970,17:46:10,52.301,151.613,Earthquake,647.6,,,7.3,MW,,,,,,,ISCGEM793336,ISCGEM,ISCGEM,ISCGEM,Automatic
1691,09/01/1970,05:11:15,17.717,147.629,Earthquake,25.0,,,6.6,MW,,,,,,,ISCGEM791596,ISCGEM,ISCGEM,ISCGEM,Automatic
1692,09/03/1970,09:32:22,-16.904,167.874,Earthquake,25.0,,,6.1,MW,,,,,,,ISCGEM791667,ISCGEM,ISCGEM,ISCGEM,Automatic
1693,09/05/1970,07:52:30,52.224,151.521,Earthquake,580.6,,,6.5,MW,,,,,,,ISCGEM791744,ISCGEM,ISCGEM,ISCGEM,Automatic
1694,09/11/1970,01:04:13,-50.206,-114.136,Earthquake,10.0,,,5.9,MW,,,,,,,ISCGEM791890,ISCGEM,ISCGEM,ISCGEM,Automatic
1695,09/14/1970,09:44:55,38.751,142.321,Earthquake,48.6,,,6.4,MW,,,,,,,ISCGEM791993,ISCGEM,ISCGEM,ISCGEM,Automatic
1696,09/14/1970,15:36:50,-34.023,-72.294,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM792002,ISCGEM,ISCGEM,ISCGEM,Automatic
1697,09/15/1970,10:55:18,8.821,127.256,Earthquake,20.0,,,5.8,MW,,,,,,,ISCGEM792025,ISCGEM,ISCGEM,ISCGEM,Automatic
1698,09/16/1970,01:49:21,13.124,144.537,Earthquake,45.0,,,6.0,MW,,,,,,,ISCGEM792044,ISCGEM,ISCGEM,ISCGEM,Automatic
1699,09/19/1970,06:37:29,-33.516,-71.908,Earthquake,25.0,,,5.7,MW,,,,,,,ISCGEM792158,ISCGEM,ISCGEM,ISCGEM,Automatic
1700,09/23/1970,12:04:55,-6.45,154.61,Earthquake,35.0,,,6.4,MW,,,,,,,ISCGEM792259,ISCGEM,ISCGEM,ISCGEM,Automatic
1701,09/23/1970,23:11:59,-6.525,154.697,Earthquake,35.0,,,6.1,MW,,,,,,,ISCGEM792274,ISCGEM,ISCGEM,ISCGEM,Automatic
1702,09/24/1970,16:44:40,54.573,162.738,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM792289,ISCGEM,ISCGEM,ISCGEM,Automatic
1703,09/26/1970,12:02:33,6.214,-77.488,Earthquake,15.0,,,6.6,MW,,,,,,,ISCGEM792329,ISCGEM,ISCGEM,ISCGEM,Automatic
1704,09/26/1970,14:57:03,6.239,-77.476,Earthquake,15.0,,,5.8,MW,,,,,,,ISCGEM792331,ISCGEM,ISCGEM,ISCGEM,Automatic
1705,09/27/1970,03:38:39,6.375,-77.438,Earthquake,15.0,,,6.5,MW,,,,,,,ISCGEM792345,ISCGEM,ISCGEM,ISCGEM,Automatic
1706,09/28/1970,07:01:06,-56.276,-27.421,Earthquake,101.1,,,5.7,MW,,,,,,,ISCGEM792382,ISCGEM,ISCGEM,ISCGEM,Automatic
1707,09/28/1970,17:22:13,53.251,158.82,Earthquake,120.1,,,5.6,MW,,,,,,,ISCGEM792393,ISCGEM,ISCGEM,ISCGEM,Automatic
1708,09/29/1970,06:03:28,-13.509,166.602,Earthquake,60.0,,,6.3,MW,,,,,,,ISCGEM792410,ISCGEM,ISCGEM,ISCGEM,Automatic
1709,09/30/1970,09:52:24,20.73,122.003,Earthquake,30.0,,,6.0,MW,,,,,,,ISCGEM792436,ISCGEM,ISCGEM,ISCGEM,Automatic
1710,10/02/1970,06:15:32,-6.821,155.007,Earthquake,35.0,,,6.0,MW,,,,,,,ISCGEM790727,ISCGEM,ISCGEM,ISCGEM,Automatic
1711,10/02/1970,09:40:17,-29.174,-176.753,Earthquake,25.0,,,5.6,MW,,,,,,,ISCGEM790734,ISCGEM,ISCGEM,ISCGEM,Automatic
1712,10/04/1970,16:56:53,-6.809,130.481,Earthquake,80.0,,,5.8,MW,,,,,,,ISCGEM790806,ISCGEM,ISCGEM,ISCGEM,Automatic
1713,10/08/1970,04:53:21,53.828,160.351,Earthquake,35.3,,,5.8,MW,,,,,,,ISCGEM790906,ISCGEM,ISCGEM,ISCGEM,Automatic
1714,10/08/1970,23:36:13,43.758,147.511,Earthquake,30.0,,,5.9,MW,,,,,,,ISCGEM790929,ISCGEM,ISCGEM,ISCGEM,Automatic
1715,10/10/1970,08:53:03,-3.457,86.146,Earthquake,15.0,,,6.3,MW,,,,,,,ISCGEM790976,ISCGEM,ISCGEM,ISCGEM,Automatic
1716,10/10/1970,21:59:43,-31.915,-177.896,Earthquake,25.0,,,6.3,MW,,,,,,,ISCGEM790988,ISCGEM,ISCGEM,ISCGEM,Automatic
1717,10/11/1970,03:16:50,-32.003,-178.011,Earthquake,25.0,,,6.5,MW,,,,,,,ISCGEM790994,ISCGEM,ISCGEM,ISCGEM,Automatic
1718,10/11/1970,05:38:07,-32.049,-177.898,Earthquake,25.0,,,6.2,MW,,,,,,,ISCGEM791005,ISCGEM,ISCGEM,ISCGEM,Automatic
1719,10/13/1970,18:53:32,-4.2,143.091,Earthquake,135.0,,,5.8,MW,,,,,,,ISCGEM791069,ISCGEM,ISCGEM,ISCGEM,Automatic
1720,10/14/1970,16:00:34,43.276,148.115,Earthquake,32.3,,,5.7,MW,,,,,,,ISCGEM791104,ISCGEM,ISCGEM,ISCGEM,Automatic
1721,10/14/1970,18:15:39,43.424,147.932,Earthquake,32.5,,,6.4,MW,,,,,,,ISCGEM791107,ISCGEM,ISCGEM,ISCGEM,Automatic
1722,10/14/1970,21:14:01,43.489,147.11,Earthquake,35.0,,,6.1,MW,,,,,,,ISCGEM791116,ISCGEM,ISCGEM,ISCGEM,Automatic
1723,10/16/1970,05:26:13,39.237,140.718,Earthquake,15.0,,,6.2,MW,,,,,,,ISCGEM791152,ISCGEM,ISCGEM,ISCGEM,Automatic
1724,10/21/1970,08:14:13,74.697,8.694,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM791295,ISCGEM,ISCGEM,ISCGEM,Automatic
1725,10/22/1970,06:13:59,-36.36,-97.337,Earthquake,10.0,,,5.6,MW,,,,,,,ISCGEM791328,ISCGEM,ISCGEM,ISCGEM,Automatic
1726,10/23/1970,11:01:27,-36.533,-97.292,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEM791347,ISCGEM,ISCGEM,ISCGEM,Automatic
1727,10/25/1970,12:00:35,-13.666,66.374,Earthquake,15.0,,,5.8,MW,,,,,,,ISCGEM791406,ISCGEM,ISCGEM,ISCGEM,Automatic
